calibrator,cohort,k,n_k,base_rate_k,mean_pred,auc,brier,ece,mce,bias
beta,fixed,2,308,0.75,0.6484398353433842,0.9099342216225333,0.12055117236093421,0.10746060854431277,0.2965701104849098,-0.1015601646566158
beta,fixed,3,308,0.75,0.6701408954074825,0.8999269129139259,0.11772775263565681,0.08535762153479709,0.3336819511954889,-0.07985910459251744
beta,fixed,4,308,0.75,0.6825801652734185,0.9005453421037837,0.11522573810214594,0.08752458172543384,0.29153702954376803,-0.06741983472658147
beta,fixed,5,307,0.749185667752443,0.6929258427103493,0.893450028232637,0.11361287268441692,0.06322769994096397,0.28753506396549805,-0.05625982504209357
beta,fixed,6,302,0.7450331125827815,0.6917524295038757,0.8894949494949494,0.11654304609048421,0.07573509415176397,0.3133541041104161,-0.05328068307890588
beta,fixed,7,299,0.7424749163879598,0.6974605023592914,0.8869778869778869,0.11596051529467666,0.0656168070439127,0.2268037540242947,-0.04501441402866847
beta,fixed,8,293,0.7372013651877133,0.69757455355488,0.9006132756132756,0.11370501897457674,0.06682418145793426,0.19917800756644283,-0.03962681163283327
beta,fixed,9,286,0.7307692307692307,0.6910387133311315,0.9064189399117629,0.11062158801884002,0.0514759547773952,0.20994969243991424,-0.0397305174380993
beta,fixed,10,272,0.7169117647058824,0.6808068777213935,0.8958374958374958,0.11856703378716515,0.07256031770786855,0.2672808474777496,-0.036104886984488986
beta,fixed,11,259,0.7027027027027027,0.6718244187746976,0.9035250463821892,0.11318164827319387,0.053882281027150876,0.1594518670440419,-0.030878283928005165
beta,fixed,12,251,0.6932270916334662,0.672359707574261,0.8982683982683982,0.11933459712606456,0.05320607174097643,0.23974982298140918,-0.020867384059205192
prior_shift_em,variable,1,1888,0.3045550847457627,0.27319627177876415,0.9373714361402695,0.07718452278791267,0.045518495383432965,0.1592176346690214,-0.03135881296699849
prior_shift_em,variable,2,1883,0.30377057886351566,0.2721216245374668,0.935342689347266,0.07712504759676678,0.04323874072119433,0.15318921249639228,-0.03164895432604884
prior_shift_em,variable,3,1229,0.4564686737184703,0.41097573377872876,0.9069774888725224,0.11048445155159554,0.05178490188846652,0.15287777316805662,-0.04549293993974155
prior_shift_em,variable,4,1119,0.4691689008042895,0.4350352443045002,0.9102613435946769,0.1098129283344731,0.06751542923486259,0.11688125312649078,-0.034133656499789285
prior_shift_em,variable,5,903,0.5260243632336655,0.4853949945068957,0.911583866207575,0.11353262128882208,0.054065076198404935,0.15219247761484084,-0.040629368726769914
prior_shift_em,variable,6,739,0.5561569688768606,0.5114283016393679,0.9080136193697703,0.11616746629860253,0.06589394071124809,0.15835690255260915,-0.04472866723749268
prior_shift_em,variable,7,596,0.6241610738255033,0.5626086220495413,0.8989535330261137,0.1206986865852563,0.09648857110169089,0.16561551499154814,-0.061552451775962094
prior_shift_em,variable,8,479,0.6617954070981211,0.5939423240630461,0.9123924134439382,0.11767015054705648,0.0933631312580406,0.13398837700119326,-0.06785308303507509
prior_shift_em,variable,9,415,0.6626506024096386,0.5976268255881614,0.9093506493506494,0.11939136104764023,0.09110002288086197,0.2778375112056053,-0.06502377682147714
prior_shift_em,variable,10,343,0.6559766763848397,0.5962806050620325,0.90015065913371,0.12481006342368353,0.09294434692824047,0.3620753866378718,-0.059696071322807125
prior_shift_em,variable,11,285,0.6771929824561403,0.606647596371951,0.9106217616580311,0.11782065207856869,0.0909604923662213,0.18032267008650926,-0.07054538608418928
prior_shift_em,variable,12,251,0.6932270916334662,0.61738072110457,0.8982683982683982,0.1258839611296957,0.0775894706925427,0.152967736265755,-0.07584637052889617
prior_shift_em,fixed,1,309,0.7508090614886731,0.5959100454364296,0.9123936408419167,0.1293570508042619,0.15489901605224352,0.23533393290766536,-0.15489901605224352
prior_shift_em,fixed,2,308,0.75,0.5926918616905577,0.9099342216225333,0.131347288191365,0.15730813830944232,0.2808560471486474,-0.15730813830944232
prior_shift_em,fixed,3,308,0.75,0.6179887415759981,0.8999269129139259,0.12589912318373994,0.13201125842400188,0.44253000683178256,-0.13201125842400188
prior_shift_em,fixed,4,308,0.75,0.629748340282142,0.9005453421037837,0.12224204538774709,0.12480437743607506,0.26069572152074577,-0.12025165971785812
prior_shift_em,fixed,5,307,0.749185667752443,0.6414899826627849,0.893450028232637,0.11986030781830669,0.1076956850896583,0.3596897085704527,-0.1076956850896583
prior_shift_em,fixed,6,302,0.7450331125827815,0.6395373735233127,0.8894949494949494,0.12235790725929077,0.1184932956294467,0.22218975627047083,-0.10549573905946875
prior_shift_em,fixed,7,299,0.7424749163879598,0.6450649314269526,0.8869778869778869,0.12139190827290895,0.11035578296312473,0.24320884298326348,-0.09740998496100703
prior_shift_em,fixed,8,293,0.7372013651877133,0.6433489125160433,0.9006132756132756,0.11950433133786177,0.10382176105167629,0.410790647435035,-0.09385245267167006
prior_shift_em,fixed,9,286,0.7307692307692307,0.6370973500011236,0.9064189399117629,0.11784836306654733,0.10182424224573311,0.28245185618426716,-0.09367188076810729
prior_shift_em,fixed,10,272,0.7169117647058824,0.6271406729618835,0.8958374958374958,0.12460101429542743,0.09907854941867011,0.3620753866378718,-0.08977109174399889
prior_shift_em,fixed,11,259,0.7027027027027027,0.6185996731601398,0.9035250463821892,0.12077667932316923,0.09961594999500029,0.19848909495637096,-0.08410302954256293
prior_shift_em,fixed,12,251,0.6932270916334662,0.61738072110457,0.8982683982683982,0.1258839611296957,0.0775894706925427,0.152967736265755,-0.07584637052889617
platt_then_prior_shift,variable,1,1888,0.3045550847457627,0.2642235065684189,0.9373714361402695,0.07475422062785586,0.04428329720625848,0.11837182022957149,-0.04033157817734377
platt_then_prior_shift,variable,2,1883,0.30377057886351566,0.26263152127169986,0.935342689347266,0.07463646979135397,0.04387391712183151,0.15666566515010594,-0.04113905759181583
platt_then_prior_shift,variable,3,1229,0.4564686737184703,0.4061260329903539,0.9069774888725224,0.10799300266622416,0.05252031537561741,0.13504545368514242,-0.050342640728116374
platt_then_prior_shift,variable,4,1119,0.4691689008042895,0.4327897942627434,0.9102613435946769,0.10701350280141408,0.04177327849622425,0.0759348982144098,-0.036379106541546226
platt_then_prior_shift,variable,5,903,0.5260243632336655,0.48738383405910896,0.911583866207575,0.11177277035967832,0.0654898560871051,0.2645351447597967,-0.03864052917455661
platt_then_prior_shift,variable,6,739,0.5561569688768606,0.5177327184069063,0.9080136193697703,0.11401427902595442,0.05355638949894989,0.17010424001796753,-0.03842425046995435
platt_then_prior_shift,variable,7,596,0.6241610738255033,0.5741446380964419,0.8989535330261137,0.11826897005283325,0.0720839806911156,0.31625236079264096,-0.05001643572906135
platt_then_prior_shift,variable,8,479,0.6617954070981211,0.610916702263122,0.9123924134439382,0.11478599701618004,0.07468266560902287,0.1668117905777934,-0.05087870483499911
platt_then_prior_shift,variable,9,415,0.6626506024096386,0.6148974499505124,0.9093506493506494,0.1161551221101019,0.06748446173025803,0.25345121227261325,-0.047753152459126126
platt_then_prior_shift,variable,10,343,0.6559766763848397,0.6137923421727848,0.90015065913371,0.12227649252501326,0.07799201376737688,0.4379022717574951,-0.04218433421205474
platt_then_prior_shift,variable,11,285,0.6771929824561403,0.6247556425739473,0.9106217616580311,0.11335677838821961,0.0592447952784842,0.13124997183628007,-0.05243733988219289
platt_then_prior_shift,variable,12,251,0.6932270916334662,0.6372018539593057,0.8982683982683982,0.12216162131485758,0.05921777762584918,0.18058023014043906,-0.056025237674160205
platt_then_prior_shift,fixed,1,309,0.7508090614886731,0.6192581918872146,0.9123936408419167,0.12606160083484957,0.13155086960145848,0.2932035274707006,-0.13155086960145848
platt_then_prior_shift,fixed,2,308,0.75,0.6160727779900578,0.9099342216225333,0.12823773463927882,0.13392722200994223,0.2623218340735989,-0.13392722200994223
platt_then_prior_shift,fixed,3,308,0.75,0.6385288971792233,0.8999269129139259,0.12396624027016809,0.11147110282077655,0.400543476592976,-0.11147110282077655
platt_then_prior_shift,fixed,4,308,0.75,0.6513220699575121,0.9005453421037837,0.12055013959142014,0.09947282558420745,0.23367314104852743,-0.09867793004248798
platt_then_prior_shift,fixed,5,307,0.749185667752443,0.6620541295342718,0.893450028232637,0.11819908307538965,0.0997763654094999,0.2685224731841346,-0.08713153821817127
platt_then_prior_shift,fixed,6,302,0.7450331125827815,0.6606035065222694,0.8894949494949494,0.12070811022286741,0.1024625405216175,0.3471224389551889,-0.08442960606051196
platt_then_prior_shift,fixed,7,299,0.7424749163879598,0.6662953995639905,0.8869778869778869,0.1194481911018895,0.09279058012302208,0.26254097126563813,-0.07617951682396913
platt_then_prior_shift,fixed,8,293,0.7372013651877133,0.6652008676858727,0.9006132756132756,0.11697814671013863,0.0783781078244816,0.22064867244379938,-0.07200049750184051
platt_then_prior_shift,fixed,9,286,0.7307692307692307,0.6580382867123602,0.9064189399117629,0.11432037347135138,0.07980715932396512,0.21496401777017715,-0.07273094405687056
platt_then_prior_shift,fixed,10,272,0.7169117647058824,0.6472785816809808,0.8958374958374958,0.12187929183396312,0.08979625302717034,0.4379022717574951,-0.06963318302490142
platt_then_prior_shift,fixed,11,259,0.7027027027027027,0.637717350569196,0.9035250463821892,0.11669018704059625,0.06995992086828084,0.13794608465545966,-0.06498535213350679
platt_then_prior_shift,fixed,12,251,0.6932270916334662,0.6372018539593057,0.8982683982683982,0.12216162131485758,0.05921777762584918,0.18058023014043906,-0.056025237674160205
prior_shift_oracle,variable,1,1888,0.3045550847457627,0.2909113780788605,0.9373714361402695,0.07592567721097045,0.044279611504437426,0.14929991713342955,-0.01364370666690221
prior_shift_oracle,variable,2,1883,0.30377057886351566,0.289933586338854,0.935342689347266,0.07580104109863636,0.04462654213969969,0.14568378923967074,-0.013836992524661633
prior_shift_oracle,variable,3,1229,0.4564686737184703,0.43473207953779897,0.9069774888725224,0.10904307827494812,0.050259363673912295,0.13777863232150478,-0.021736594180671323
prior_shift_oracle,variable,4,1119,0.4691689008042895,0.45912502290675744,0.9102613435946769,0.10923439989640883,0.060261782232231366,0.11536864216681258,-0.010043877897532121
prior_shift_oracle,variable,5,903,0.5260243632336655,0.5094747793279879,0.911583866207575,0.11269343900002632,0.05976948821095627,0.248057867458637,-0.01654958390567756
