k,feature,mean_abs_shap
2,cat__dyn_cat__resource_Group 57,0.009580409154295921
2,cat__dyn_cat__resource_Group 58,0.0036628972738981247
2,cat__dyn_cat__resource_Group 6,0.000693304231390357
2,cat__dyn_cat__resource_Group 62,0.0005952039500698447
2,cat__dyn_cat__resource_Group 64,0.0007761045708321035
2,cat__dyn_cat__resource_Group 65,0.0001354061532765627
2,cat__dyn_cat__resource_Group 66,0.004233513958752155
2,cat__dyn_cat__resource_Group 69,2.467682134010829e-05
2,cat__dyn_cat__resource_Group 70,0.04454071447253227
2,cat__dyn_cat__resource_Group 72,0.035125184804201126
2,cat__dyn_cat__resource_Group 73,0.012651365250349045
2,cat__dyn_cat__resource_Group 74,0.00033292945590801537
2,cat__dyn_cat__resource_Group 75,0.005891785491257906
2,cat__dyn_cat__resource_Group 76,0.013134177774190903
2,cat__dyn_cat__resource_Group 77,0.0
2,cat__dyn_cat__resource_Group 81,0.0
2,cat__dyn_cat__resource_Group 9,0.02529255859553814
2,cat__dyn_cat__resource___MISSING__,0.04759133234620094
2,cat__dyn_cat__resource_infrequent_sklearn,0.0001992621400859207
3,num__num__k,0.0008625424816273153
3,num__num__n_distinct_activities,0.016477229073643684
3,num__num__n_distinct_resources,0.010015202686190605
3,num__num__n_resource_changes,0.008993641473352909
3,num__num__n_activity_repeats,0.0051604812033474445
3,num__num__n_waiting_events,0.004086755216121674
3,num__num__frac_waiting,0.0047460682690143585
3,num__num__last_gap_h,0.006196369417011738
3,num__num__max_gap_h,0.23533712327480316
3,num__num__elapsed_h,0.5082433819770813
3,num__num__log_elapsed_h,0.11691472679376602
3,num__num__mean_gap_h,0.09799859672784805
3,num__num__hour_of_k,0.04050646722316742
3,num__num__dow_of_k,0.04349134489893913
3,num__num__arrivals_24h,0.1260187029838562
3,num__num__arrivals_7d,0.5447685718536377
3,num__static__opened_hour,0.05199365317821503
3,num__static__opened_dow,0.1605364829301834
3,num__static__opened_is_offhours,0.0031805485486984253
3,num__dyn_num__reassignment_count,0.012665409594774246
3,num__dyn_num__reopen_count,0.00046086456859484315
3,num__dyn_num__sys_mod_count,0.0018098920118063688
3,num__dyn_cat__assigned_to_known,0.03336191922426224
3,num__static__knowledge,0.2524404227733612
3,num__static__u_priority_confirmation,0.0
3,num__static__cmdb_ci_known,8.079278632067144e-05
3,cat__dyn_cat__priority_1 - Critical,0.05025233328342438
3,cat__dyn_cat__priority_2 - High,0.1055905744433403
3,cat__dyn_cat__priority_3 - Moderate,0.05905785411596298
3,cat__dyn_cat__priority_4 - Low,0.12408480793237686
3,cat__static__category_Category 13,0.0019254466751590371
3,cat__static__category_Category 17,3.0126744604785927e-05
3,cat__static__category_Category 19,6.754714559065178e-05
3,cat__static__category_Category 20,0.006128072738647461
3,cat__static__category_Category 22,0.0
3,cat__static__category_Category 23,0.0023385437671095133
3,cat__static__category_Category 24,0.01096467487514019
3,cat__static__category_Category 26,0.011627675034105778
3,cat__static__category_Category 28,0.001615016721189022
3,cat__static__category_Category 32,0.0038644822780042887
3,cat__static__category_Category 34,0.0007461203495040536
3,cat__static__category_Category 35,8.978765254141763e-05
3,cat__static__category_Category 37,0.002848283154889941
3,cat__static__category_Category 38,1.2068696378264576e-05
3,cat__static__category_Category 40,0.0007355632842518389
3,cat__static__category_Category 41,0.0
3,cat__static__category_Category 42,0.004895364865660667
3,cat__static__category_Category 43,0.002569568809121847
3,cat__static__category_Category 44,0.0004975349875167012
3,cat__static__category_Category 45,0.004862369503825903
3,cat__static__category_Category 46,0.04224620759487152
3,cat__static__category_Category 51,0.0012347466545179486
3,cat__static__category_Category 53,0.001751427655108273
3,cat__static__category_Category 55,0.00013366674829740077
3,cat__static__category_Category 57,0.013428361155092716
3,cat__static__category_Category 61,0.004612234886735678
3,cat__static__category_Category 63,0.0
3,cat__static__category_Category 7,0.0
3,cat__static__category_Category 8,0.00030438671819865704
3,cat__static__category_Category 9,0.011092845350503922
3,cat__static__category_infrequent_sklearn,0.002780292881652713
3,cat__static__subcategory_Subcategory 103,0.003693006932735443
3,cat__static__subcategory_Subcategory 107,0.0
3,cat__static__subcategory_Subcategory 114,0.0007254875963553786
3,cat__static__subcategory_Subcategory 117,0.0015325045678764582
3,cat__static__subcategory_Subcategory 123,0.0005020394455641508
3,cat__static__subcategory_Subcategory 125,6.0805985413026065e-05
3,cat__static__subcategory_Subcategory 130,0.0001871929707704112
3,cat__static__subcategory_Subcategory 134,0.00012761750258505344
3,cat__static__subcategory_Subcategory 135,0.0021287896670401096
3,cat__static__subcategory_Subcategory 150,0.011129126884043217
3,cat__static__subcategory_Subcategory 154,2.401512574579101e-05
3,cat__static__subcategory_Subcategory 16,0.000252070021815598
3,cat__static__subcategory_Subcategory 163,0.0037292572669684887
3,cat__static__subcategory_Subcategory 164,0.0020305891521275043
3,cat__static__subcategory_Subcategory 168,0.0003136316663585603
3,cat__static__subcategory_Subcategory 170,0.0023708599619567394
3,cat__static__subcategory_Subcategory 174,0.011583562009036541
3,cat__static__subcategory_Subcategory 175,0.016034983098506927
3,cat__static__subcategory_Subcategory 183,0.001165106543339789
3,cat__static__subcategory_Subcategory 185,0.004926348105072975
3,cat__static__subcategory_Subcategory 200,0.002192215295508504
3,cat__static__subcategory_Subcategory 202,5.038093149778433e-05
3,cat__static__subcategory_Subcategory 215,0.0
3,cat__static__subcategory_Subcategory 220,0.004792321007698774
3,cat__static__subcategory_Subcategory 223,0.0060247438959777355
3,cat__static__subcategory_Subcategory 224,0.00021494306565728039
3,cat__static__subcategory_Subcategory 229,0.0017301210900768638
3,cat__static__subcategory_Subcategory 251,0.0009517486905679107
3,cat__static__subcategory_Subcategory 271,3.530323374434374e-05
3,cat__static__subcategory_Subcategory 275,0.0006843381561338902
3,cat__static__subcategory_Subcategory 28,0.0012345249997451901
3,cat__static__subcategory_Subcategory 289,0.00024577544536441565
3,cat__static__subcategory_Subcategory 29,0.00014945774455554783
3,cat__static__subcategory_Subcategory 3,0.00520921777933836
3,cat__static__subcategory_Subcategory 300,0.0048891534097492695
3,cat__static__subcategory_Subcategory 302,0.0
3,cat__static__subcategory_Subcategory 303,0.0013919511111453176
3,cat__static__subcategory_Subcategory 31,6.275132909649983e-05
3,cat__static__subcategory_Subcategory 36,0.0012703246902674437
3,cat__static__subcategory_Subcategory 43,0.0013017940800637007
3,cat__static__subcategory_Subcategory 44,0.00326361833140254
3,cat__static__subcategory_Subcategory 54,0.0001613502245163545
3,cat__static__subcategory_Subcategory 60,0.00020016006601508707
3,cat__static__subcategory_Subcategory 69,0.00411592610180378
3,cat__static__subcategory_Subcategory 75,0.0024176829028874636
3,cat__static__subcategory_Subcategory 80,0.004026434849947691
3,cat__static__subcategory_Subcategory 82,0.0014306113589555025
3,cat__static__subcategory_Subcategory 9,0.0039517744444310665
3,cat__static__subcategory_Subcategory 94,3.9286624087253585e-05
3,cat__static__subcategory_infrequent_sklearn,0.0043798028491437435
3,cat__static__u_symptom_Symptom 10,0.00489045912399888
3,cat__static__u_symptom_Symptom 102,0.0
3,cat__static__u_symptom_Symptom 105,0.0
3,cat__static__u_symptom_Symptom 114,0.00012356173829175532
3,cat__static__u_symptom_Symptom 115,0.0010942630469799042
3,cat__static__u_symptom_Symptom 116,0.005825576838105917
3,cat__static__u_symptom_Symptom 117,0.00030182881164364517
3,cat__static__u_symptom_Symptom 118,5.092275023343973e-05
3,cat__static__u_symptom_Symptom 119,0.0018589592073112726
3,cat__static__u_symptom_Symptom 120,0.002499129856005311
3,cat__static__u_symptom_Symptom 127,0.0009057905990630388
3,cat__static__u_symptom_Symptom 13,0.0
3,cat__static__u_symptom_Symptom 134,0.0006065572961233556
3,cat__static__u_symptom_Symptom 208,0.0015748876612633467
3,cat__static__u_symptom_Symptom 232,0.000996178830973804
3,cat__static__u_symptom_Symptom 296,0.0007539468351751566
3,cat__static__u_symptom_Symptom 382,0.00011891698522958905
3,cat__static__u_symptom_Symptom 387,0.0001289441279368475
3,cat__static__u_symptom_Symptom 4,0.0004847208329010755
3,cat__static__u_symptom_Symptom 444,0.0
3,cat__static__u_symptom_Symptom 454,0.00034348436747677624
3,cat__static__u_symptom_Symptom 455,0.0004060952633153647
3,cat__static__u_symptom_Symptom 458,0.007271764799952507
3,cat__static__u_symptom_Symptom 462,4.152436667936854e-05
3,cat__static__u_symptom_Symptom 470,0.0006752517074346542
3,cat__static__u_symptom_Symptom 471,6.159404438221827e-05
3,cat__static__u_symptom_Symptom 473,0.0006780388066545129
3,cat__static__u_symptom_Symptom 491,0.007533066440373659
3,cat__static__u_symptom_Symptom 494,5.394883919507265e-05
3,cat__static__u_symptom_Symptom 5,0.0
3,cat__static__u_symptom_Symptom 506,0.0
3,cat__static__u_symptom_Symptom 509,0.00023235379194375128
3,cat__static__u_symptom_Symptom 517,0.004290037322789431
3,cat__static__u_symptom_Symptom 532,0.0017195914406329393
3,cat__static__u_symptom_Symptom 534,0.04252675548195839
3,cat__static__u_symptom_Symptom 54,0.0014868335565552115
3,cat__static__u_symptom_Symptom 571,0.0016609416343271732
3,cat__static__u_symptom_Symptom 573,0.0014940734254196286
3,cat__static__u_symptom_Symptom 580,0.0005495921359397471
3,cat__static__u_symptom_Symptom 592,0.0002027240552706644
3,cat__static__u_symptom_Symptom 6,0.0004824772186111659
3,cat__static__u_symptom_Symptom 607,6.156526069389656e-05
3,cat__static__u_symptom_Symptom 65,0.0
3,cat__static__u_symptom_Symptom 70,0.0003213806194253266
3,cat__static__u_symptom_Symptom 8,9.762583067640662e-05
3,cat__static__u_symptom_Symptom 86,0.0
3,cat__static__u_symptom_Symptom 87,0.0006726909196004272
3,cat__static__u_symptom_Symptom 9,0.0015156063018366694
3,cat__static__u_symptom___MISSING__,0.016498485580086708
3,cat__static__u_symptom_infrequent_sklearn,0.03056745044887066
3,cat__static__contact_type_Email,0.0
3,cat__static__contact_type_Phone,0.0
3,cat__static__location_Location 108,0.0037637942004948854
3,cat__static__location_Location 111,0.0018009329214692116
3,cat__static__location_Location 113,0.00016744621098041534
3,cat__static__location_Location 125,8.953729775385e-06
3,cat__static__location_Location 128,0.00046720512909814715
3,cat__static__location_Location 135,0.0033085241448134184
3,cat__static__location_Location 136,0.001441570115275681
3,cat__static__location_Location 143,0.004752721171826124
3,cat__static__location_Location 15,4.336718484410085e-05
3,cat__static__location_Location 161,0.027098262682557106
3,cat__static__location_Location 165,0.0
3,cat__static__location_Location 173,0.002247557044029236
3,cat__static__location_Location 179,0.0024071887601166964
3,cat__static__location_Location 18,0.00020106554438825697
3,cat__static__location_Location 188,0.000482072529848665
3,cat__static__location_Location 197,5.382647486840142e-06
3,cat__static__location_Location 199,0.0
3,cat__static__location_Location 204,0.0160157959908247
3,cat__static__location_Location 209,0.0
3,cat__static__location_Location 210,3.682442184071988e-05
3,cat__static__location_Location 229,0.0
3,cat__static__location_Location 242,0.0
3,cat__static__location_Location 245,9.255766053684056e-05
3,cat__static__location_Location 34,0.0007794882403686643
3,cat__static__location_Location 35,0.0004974310286343098
3,cat__static__location_Location 36,0.0016177486395463347
3,cat__static__location_Location 37,0.0038469203282147646
3,cat__static__location_Location 38,0.0004455680027604103
3,cat__static__location_Location 39,0.0
3,cat__static__location_Location 40,0.0
3,cat__static__location_Location 41,0.0003920350573025644
3,cat__static__location_Location 42,0.0038189643528312445
3,cat__static__location_Location 43,0.0004099404322914779
3,cat__static__location_Location 44,0.0
3,cat__static__location_Location 45,2.652617149578873e-05
3,cat__static__location_Location 46,0.0014166362816467881
3,cat__static__location_Location 47,0.0
3,cat__static__location_Location 51,0.002866263734176755
3,cat__static__location_Location 54,0.0005475237849168479
3,cat__static__location_Location 55,0.0002422850375296548
3,cat__static__location_Location 56,0.0
3,cat__static__location_Location 69,0.0009774875361472368
3,cat__static__location_Location 70,0.001768597518093884
3,cat__static__location_Location 71,0.00029860372887924314
3,cat__static__location_Location 82,0.00034357511322014034
3,cat__static__location_Location 91,0.0003324973222333938
3,cat__static__location_Location 93,0.011926588602364063
3,cat__static__location_Location 96,0.0015719139482825994
3,cat__static__location_Location 97,0.0004250810306984931
3,cat__static__location_infrequent_sklearn,0.011228170245885849
3,cat__static__impact_1 - High,0.0013165314448997378
3,cat__static__impact_2 - Medium,0.004884073045104742
3,cat__static__impact_3 - Low,0.0058400738053023815
3,cat__static__urgency_1 - High,0.0020255360286682844
3,cat__static__urgency_2 - Medium,0.003423254005610943
3,cat__static__urgency_3 - Low,0.009669831953942776
3,cat__static__caller_id_Caller 1062,0.00014639926666859537
3,cat__static__caller_id_Caller 1129,0.0036307009868323803
3,cat__static__caller_id_Caller 1182,0.0010637568775564432
3,cat__static__caller_id_Caller 1270,0.0
3,cat__static__caller_id_Caller 1441,0.00012443675950635225
3,cat__static__caller_id_Caller 1517,0.00013662480341736227
3,cat__static__caller_id_Caller 1519,0.0
3,cat__static__caller_id_Caller 1531,0.0
3,cat__static__caller_id_Caller 1546,0.0007247017347253859
3,cat__static__caller_id_Caller 156,0.0
3,cat__static__caller_id_Caller 1904,0.00971220526844263
3,cat__static__caller_id_Caller 203,0.0030886672902852297
3,cat__static__caller_id_Caller 225,0.00014316196029540151
3,cat__static__caller_id_Caller 2377,0.0008110310882329941
3,cat__static__caller_id_Caller 2416,1.2775686627719551e-05
3,cat__static__caller_id_Caller 2435,0.0
3,cat__static__caller_id_Caller 2471,7.986481068655849e-05
3,cat__static__caller_id_Caller 2691,5.024512211093679e-05
3,cat__static__caller_id_Caller 298,0.0
3,cat__static__caller_id_Caller 3038,0.0
3,cat__static__caller_id_Caller 3081,0.0015205196104943752
3,cat__static__caller_id_Caller 3136,0.0
3,cat__static__caller_id_Caller 3160,9.526980284135789e-05
3,cat__static__caller_id_Caller 318,0.0012276596389710903
3,cat__static__caller_id_Caller 3329,0.00014273177657742053
3,cat__static__caller_id_Caller 337,0.0007034442387521267
3,cat__static__caller_id_Caller 3388,0.0
3,cat__static__caller_id_Caller 3479,0.00012696166231762618
3,cat__static__caller_id_Caller 3763,0.00023621588479727507
3,cat__static__caller_id_Caller 3933,0.0
3,cat__static__caller_id_Caller 3986,0.00037872110260650516
3,cat__static__caller_id_Caller 4316,0.0
3,cat__static__caller_id_Caller 4414,0.0
3,cat__static__caller_id_Caller 4475,0.00023210396466311067
3,cat__static__caller_id_Caller 4514,4.874524165643379e-05
3,cat__static__caller_id_Caller 4710,0.0005297473981045187
3,cat__static__caller_id_Caller 4893,0.0013278904370963573
3,cat__static__caller_id_Caller 501,0.0
3,cat__static__caller_id_Caller 5093,0.0
3,cat__static__caller_id_Caller 512,0.0
3,cat__static__caller_id_Caller 5368,0.0
3,cat__static__caller_id_Caller 671,0.0
3,cat__static__caller_id_Caller 68,0.00022943525982555002
3,cat__static__caller_id_Caller 685,6.213405868038535e-05
3,cat__static__caller_id_Caller 723,0.00028814279357902706
3,cat__static__caller_id_Caller 92,0.0
3,cat__static__caller_id_Caller 920,0.0
3,cat__static__caller_id_Caller 93,0.000820130342617631
3,cat__static__caller_id_Caller 944,0.0010195112554356456
3,cat__static__caller_id_infrequent_sklearn,0.0019201241666451097
3,cat__static__opened_by_Opened by  108,0.00047886051470413804
3,cat__static__opened_by_Opened by  131,0.017955079674720764
3,cat__static__opened_by_Opened by  168,0.0013273017248138785
3,cat__static__opened_by_Opened by  17,0.01857219636440277
3,cat__static__opened_by_Opened by  174,0.0
3,cat__static__opened_by_Opened by  180,0.0032237672712653875
3,cat__static__opened_by_Opened by  20,0.000147148864925839
3,cat__static__opened_by_Opened by  221,0.0017938449745997787
3,cat__static__opened_by_Opened by  228,0.0
3,cat__static__opened_by_Opened by  239,0.000829596072435379
3,cat__static__opened_by_Opened by  24,0.008522391319274902
3,cat__static__opened_by_Opened by  240,0.0
3,cat__static__opened_by_Opened by  242,0.0
3,cat__static__opened_by_Opened by  247,0.0014626788906753063
3,cat__static__opened_by_Opened by  257,0.0
3,cat__static__opened_by_Opened by  267,0.0
3,cat__static__opened_by_Opened by  301,0.0014272809494286776
3,cat__static__opened_by_Opened by  305,0.0002819635556079447
3,cat__static__opened_by_Opened by  325,0.0006280670058913529
3,cat__static__opened_by_Opened by  360,0.0003905788471456617
3,cat__static__opened_by_Opened by  381,0.0
3,cat__static__opened_by_Opened by  386,0.0021220543421804905
3,cat__static__opened_by_Opened by  390,0.006436571944504976
3,cat__static__opened_by_Opened by  397,0.04186490923166275
3,cat__static__opened_by_Opened by  40,0.0016090263379737735
3,cat__static__opened_by_Opened by  402,7.161346729844809e-05
3,cat__static__opened_by_Opened by  433,2.7032658181269653e-05
3,cat__static__opened_by_Opened by  44,0.00027215914451517165
3,cat__static__opened_by_Opened by  443,0.00044759828597307205
3,cat__static__opened_by_Opened by  444,0.0
3,cat__static__opened_by_Opened by  460,7.778545113978907e-05
3,cat__static__opened_by_Opened by  463,0.0006846844917163253
3,cat__static__opened_by_Opened by  468,0.0
3,cat__static__opened_by_Opened by  47,5.484957728185691e-05
3,cat__static__opened_by_Opened by  500,0.000539189379196614
3,cat__static__opened_by_Opened by  501,0.002171996980905533
3,cat__static__opened_by_Opened by  512,0.0005758330808021128
3,cat__static__opened_by_Opened by  536,0.0009010438807308674
3,cat__static__opened_by_Opened by  55,0.0024081587325781584
3,cat__static__opened_by_Opened by  58,0.0008156609255820513
3,cat__static__opened_by_Opened by  59,0.0031855106353759766
3,cat__static__opened_by_Opened by  62,0.011601763777434826
3,cat__static__opened_by_Opened by  70,0.00011694936256390065
3,cat__static__opened_by_Opened by  8,0.0014000022783875465
3,cat__static__opened_by_Opened by  9,0.0004754914261866361
3,cat__static__opened_by_Opened by  94,0.0
3,cat__static__opened_by___MISSING__,0.0020686755888164043
3,cat__static__opened_by_infrequent_sklearn,0.004059439990669489
3,cat__static__sys_created_by_Created by 10,0.004407612141221762
3,cat__static__sys_created_by_Created by 101,0.0
3,cat__static__sys_created_by_Created by 107,0.0038713128305971622
3,cat__static__sys_created_by_Created by 108,0.0
3,cat__static__sys_created_by_Created by 109,0.0007013807189650834
3,cat__static__sys_created_by_Created by 113,0.0
3,cat__static__sys_created_by_Created by 114,0.0
3,cat__static__sys_created_by_Created by 12,0.0
3,cat__static__sys_created_by_Created by 120,0.0008370145224034786
3,cat__static__sys_created_by_Created by 129,0.0015147003578022122
3,cat__static__sys_created_by_Created by 13,0.0160808227956295
3,cat__static__sys_created_by_Created by 130,0.002038519596680999
3,cat__static__sys_created_by_Created by 140,0.00011704314238158986
3,cat__static__sys_created_by_Created by 158,0.0
3,cat__static__sys_created_by_Created by 167,0.000579488929361105
3,cat__static__sys_created_by_Created by 169,1.1548225302249193e-05
3,cat__static__sys_created_by_Created by 171,0.0004525264957919717
3,cat__static__sys_created_by_Created by 172,0.00011814897879958153
3,cat__static__sys_created_by_Created by 18,0.0005799049395136535
3,cat__static__sys_created_by_Created by 188,0.0
3,cat__static__sys_created_by_Created by 190,0.0
3,cat__static__sys_created_by_Created by 192,7.045792153803632e-05
3,cat__static__sys_created_by_Created by 193,0.0
3,cat__static__sys_created_by_Created by 199,0.0
3,cat__static__sys_created_by_Created by 20,0.0009942514589056373
3,cat__static__sys_created_by_Created by 202,0.0
3,cat__static__sys_created_by_Created by 216,0.0035282494500279427
3,cat__static__sys_created_by_Created by 217,3.5760396713158116e-05
3,cat__static__sys_created_by_Created by 221,0.0
3,cat__static__sys_created_by_Created by 23,0.0
3,cat__static__sys_created_by_Created by 233,6.964626663830131e-05
3,cat__static__sys_created_by_Created by 25,0.0
3,cat__static__sys_created_by_Created by 30,0.000624685431830585
3,cat__static__sys_created_by_Created by 31,2.0765890440088697e-05
3,cat__static__sys_created_by_Created by 33,0.008274253457784653
3,cat__static__sys_created_by_Created by 34,0.000449109822511673
3,cat__static__sys_created_by_Created by 45,0.0008163867751136422
3,cat__static__sys_created_by_Created by 47,0.0
3,cat__static__sys_created_by_Created by 5,0.0
3,cat__static__sys_created_by_Created by 52,0.002524915151298046
3,cat__static__sys_created_by_Created by 6,0.0011876102071255445
3,cat__static__sys_created_by_Created by 62,0.012161842547357082
3,cat__static__sys_created_by_Created by 79,0.0
3,cat__static__sys_created_by_Created by 81,0.0021208494435995817
3,cat__static__sys_created_by_Created by 89,0.0016368679935112596
3,cat__static__sys_created_by_Created by 98,0.005765929352492094
3,cat__static__sys_created_by___MISSING__,0.026941487565636635
3,cat__static__sys_created_by_infrequent_sklearn,0.001029705977998674
3,cat__static__notify_Do Not Notify,0.0
3,cat__static__notify_Send Email,0.0
3,cat__dyn_cat__activity_Active,0.03232448175549507
3,cat__dyn_cat__activity_Awaiting Problem,0.0
3,cat__dyn_cat__activity_Awaiting User Info,0.04480956494808197
3,cat__dyn_cat__activity_New,0.0018054312095046043
3,cat__dyn_cat__activity_infrequent_sklearn,0.0
3,cat__dyn_cat__activity_prev_Active,0.0016479701735079288
3,cat__dyn_cat__activity_prev_Awaiting Problem,0.0
3,cat__dyn_cat__activity_prev_Awaiting User Info,0.005175220314413309
3,cat__dyn_cat__activity_prev_New,0.0010900746565312147
3,cat__dyn_cat__activity_prev___MISSING__,0.0
3,cat__dyn_cat__resource_Group 10,0.014786111190915108
3,cat__dyn_cat__resource_Group 12,0.021046016365289688
3,cat__dyn_cat__resource_Group 15,0.0004458596813492477
3,cat__dyn_cat__resource_Group 19,0.00035075965570285916
3,cat__dyn_cat__resource_Group 20,0.028273019939661026
3,cat__dyn_cat__resource_Group 21,0.0
3,cat__dyn_cat__resource_Group 22,0.004827879834920168
3,cat__dyn_cat__resource_Group 23,0.027817292138934135
3,cat__dyn_cat__resource_Group 24,0.04510112106800079
3,cat__dyn_cat__resource_Group 25,0.0018286429112777114
3,cat__dyn_cat__resource_Group 27,0.017478473484516144
3,cat__dyn_cat__resource_Group 28,0.01261617336422205
3,cat__dyn_cat__resource_Group 29,0.013057264499366283
3,cat__dyn_cat__resource_Group 3,0.0004586331488098949
3,cat__dyn_cat__resource_Group 30,0.0033605063799768686
3,cat__dyn_cat__resource_Group 31,0.0006615876336582005
3,cat__dyn_cat__resource_Group 33,0.0003156766761094332
3,cat__dyn_cat__resource_Group 34,0.0009329539025202394
3,cat__dyn_cat__resource_Group 37,0.010136088356375694
3,cat__dyn_cat__resource_Group 39,0.04312890022993088
3,cat__dyn_cat__resource_Group 46,0.0005559773999266326
3,cat__dyn_cat__resource_Group 47,0.0
3,cat__dyn_cat__resource_Group 48,0.00112062762491405
3,cat__dyn_cat__resource_Group 49,0.0
3,cat__dyn_cat__resource_Group 5,0.0
3,cat__dyn_cat__resource_Group 50,0.0
3,cat__dyn_cat__resource_Group 51,0.00032482855021953583
3,cat__dyn_cat__resource_Group 53,0.0
3,cat__dyn_cat__resource_Group 54,0.0028798687271773815
3,cat__dyn_cat__resource_Group 55,0.00015088797954376787
3,cat__dyn_cat__resource_Group 56,0.0
3,cat__dyn_cat__resource_Group 57,0.01116451621055603
3,cat__dyn_cat__resource_Group 58,0.0062330253422260284
3,cat__dyn_cat__resource_Group 6,0.0011188219068571925
3,cat__dyn_cat__resource_Group 62,0.0005617424612864852
3,cat__dyn_cat__resource_Group 64,0.0003433575911913067
3,cat__dyn_cat__resource_Group 65,0.0002586309565231204
3,cat__dyn_cat__resource_Group 66,0.0038861646316945553
3,cat__dyn_cat__resource_Group 69,7.463916699634865e-05
3,cat__dyn_cat__resource_Group 70,0.03569976985454559
3,cat__dyn_cat__resource_Group 72,0.031135618686676025
3,cat__dyn_cat__resource_Group 73,0.007880991324782372
3,cat__dyn_cat__resource_Group 74,0.00033617549343034625
3,cat__dyn_cat__resource_Group 75,0.007407228462398052
3,cat__dyn_cat__resource_Group 76,0.018587613478302956
3,cat__dyn_cat__resource_Group 77,0.0
3,cat__dyn_cat__resource_Group 81,0.0
3,cat__dyn_cat__resource_Group 9,0.01280842162668705
3,cat__dyn_cat__resource___MISSING__,0.048694148659706116
3,cat__dyn_cat__resource_infrequent_sklearn,0.00010907504474744201
4,num__num__k,0.0020826999098062515
4,num__num__n_distinct_activities,0.015600570477545261
4,num__num__n_distinct_resources,0.013126544654369354
4,num__num__n_resource_changes,0.013689160346984863
4,num__num__n_activity_repeats,0.0058160205371677876
4,num__num__n_waiting_events,0.005035066977143288
4,num__num__frac_waiting,0.004868197254836559
4,num__num__last_gap_h,0.006791749503463507
4,num__num__max_gap_h,0.32122939825057983
4,num__num__elapsed_h,0.7820999026298523
4,num__num__log_elapsed_h,0.16429126262664795
4,num__num__mean_gap_h,0.08374877274036407
4,num__num__hour_of_k,0.03927924484014511
4,num__num__dow_of_k,0.046410027891397476
4,num__num__arrivals_24h,0.1240718811750412
4,num__num__arrivals_7d,0.5387268662452698
4,num__static__opened_hour,0.0600195936858654
4,num__static__opened_dow,0.17293687164783478
4,num__static__opened_is_offhours,0.004070914816111326
4,num__dyn_num__reassignment_count,0.017598532140254974
4,num__dyn_num__reopen_count,0.0012623907532542944
4,num__dyn_num__sys_mod_count,0.0033140673767775297
4,num__dyn_cat__assigned_to_known,0.03874992951750755
4,num__static__knowledge,0.23451466858386993
4,num__static__u_priority_confirmation,0.0
4,num__static__cmdb_ci_known,7.722634472884238e-05
4,cat__dyn_cat__priority_1 - Critical,0.04389520734548569
4,cat__dyn_cat__priority_2 - High,0.1389695256948471
4,cat__dyn_cat__priority_3 - Moderate,0.0664186179637909
4,cat__dyn_cat__priority_4 - Low,0.10207861661911011
4,cat__static__category_Category 13,0.0012299376539885998
4,cat__static__category_Category 17,3.0107132261036895e-05
4,cat__static__category_Category 19,6.212134758243337e-05
4,cat__static__category_Category 20,0.005408144555985928
4,cat__static__category_Category 22,0.0
4,cat__static__category_Category 23,0.0024836238007992506
4,cat__static__category_Category 24,0.014778808690607548
4,cat__static__category_Category 26,0.012369275093078613
4,cat__static__category_Category 28,0.001339572831057012
4,cat__static__category_Category 32,0.003787486581131816
4,cat__static__category_Category 34,0.0012314283521845937
4,cat__static__category_Category 35,0.00011054086644435301
4,cat__static__category_Category 37,0.003041171235963702
4,cat__static__category_Category 38,1.3508351912605576e-05
4,cat__static__category_Category 40,0.0014540234114974737
4,cat__static__category_Category 41,0.0
4,cat__static__category_Category 42,0.004725096747279167
4,cat__static__category_Category 43,0.003836367977783084
4,cat__static__category_Category 44,0.0007923680823296309
4,cat__static__category_Category 45,0.004772212356328964
4,cat__static__category_Category 46,0.03534182906150818
4,cat__static__category_Category 51,0.0009580565965734422
4,cat__static__category_Category 53,0.0017818670021370053
4,cat__static__category_Category 55,0.00012692197924479842
4,cat__static__category_Category 57,0.012631175108253956
4,cat__static__category_Category 61,0.005214030854403973
4,cat__static__category_Category 63,0.0
4,cat__static__category_Category 7,0.0
4,cat__static__category_Category 8,0.00030062158475629985
4,cat__static__category_Category 9,0.009992267936468124
4,cat__static__category_infrequent_sklearn,0.003568204352632165
4,cat__static__subcategory_Subcategory 103,0.00284699653275311
4,cat__static__subcategory_Subcategory 107,0.0
4,cat__static__subcategory_Subcategory 114,0.0005999425193294883
4,cat__static__subcategory_Subcategory 117,0.0015751533210277557
4,cat__static__subcategory_Subcategory 123,0.00042144316830672324
4,cat__static__subcategory_Subcategory 125,5.259097088128328e-05
4,cat__static__subcategory_Subcategory 130,4.358951991889626e-05
4,cat__static__subcategory_Subcategory 134,0.00011263131455052644
4,cat__static__subcategory_Subcategory 135,0.0023111794143915176
4,cat__static__subcategory_Subcategory 150,0.009333271533250809
4,cat__static__subcategory_Subcategory 154,2.99026050925022e-05
4,cat__static__subcategory_Subcategory 16,0.00017901649698615074
4,cat__static__subcategory_Subcategory 163,0.004690107889473438
4,cat__static__subcategory_Subcategory 164,0.0017708353698253632
4,cat__static__subcategory_Subcategory 168,0.00019377209537196904
4,cat__static__subcategory_Subcategory 170,0.0020001798402518034
4,cat__static__subcategory_Subcategory 174,0.01326672825962305
